level;id;profil_id;applicantcount;loannb;firstloan_amount;firstloan_type;firstloan_type_tax;firstloan_rate;firstloan_duration_years;firstloan_differ_months;contract_start_months;primary_applicant_sex;primary_applicant_age;primary_applicant_marital_status;post_code;primary_applicant_occupation_code;primary_applicant_contract;primary_applicant_working_time;primary_applicant_travel;primary_applicant_risk;primary_applicant_smoke;primary_applicant_share;contract_start_date;object;loan_effective;loan_one_year;lending_bank
FUR2018;222;FUR2018_222;Oui;1;95371;Amortissable;Fixe;1,89;22;0;0;Femme;45;Pacs;84190;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;BNP Paribas
FUR2018;223;FUR2018_223;Oui;1;59060;Amortissable;Fixe;1,11;17;0;3;Homme;63;Divorcé;62760;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;LCL
FUR2018;224;FUR2018_224;Oui;1;11955;Amortissable;Fixe;1,75;15;0;3;Femme;43;Concubinage;78410;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt signé;Oui;Je ne sais pas
FUR2018;225;FUR2018_225;Oui;1;27666;Amortissable;Fixe;1,38;11;0;0;Femme;34;Célibataire;22110;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;LCL
FUR2018;226;FUR2018_226;Oui;1;326365;Amortissable;Fixe;3,13;20;0;0;Femme;47;Concubinage;81310;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;227;FUR2018_227;Oui;1;256410;Amortissable;Fixe;1,48;29;0;5;Homme;28;Marié;72650;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Autres;Prêt signé;Oui;Banque populaire
FUR2018;228;FUR2018_228;Oui;1;246626;Amortissable;Variable;2,86;17;0;4;Femme;44;Célibataire;08300;Enseignant;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;229;FUR2018_229;Oui;1;285080;Amortissable;Fixe;2,05;20;0;5;Homme;44;Marié;45230;Fonctionnaire;TNS;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Oui;Autre
FUR2018;230;FUR2018_230;Oui;1;415259;Amortissable;Fixe;2,76;14;1;2;Femme;44;Célibataire;21250;Salarié;CDI;Temps partiel;Entre 15.000 et 30.000 km par an;Non;Oui;1;;Autres;Prêt à signer;;Credit Agricole
FUR2018;231;FUR2018_231;Oui;1;164242;Amortissable;Fixe;2,34;18;5;0;Homme;47;Marié;62760;Salarié;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence secondaire;Prêt à signer;;Credit mutuel
FUR2018;232;FUR2018_232;Oui;1;60481;Amortissable;Fixe;1,74;25;0;2;Homme;47;Concubinage;01160;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;233;FUR2018_233;Oui;1;11320;Amortissable;Fixe;1,34;10;0;0;Homme;44;Séparé;91250;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;234;FUR2018_234;Oui;1;154299;Amortissable;Fixe;1,62;25;0;4;Homme;48;Pacs;44390;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Caisse d'Epargne
FUR2018;235;FUR2018_235;Oui;1;93044;Amortissable;Fixe;1,65;5;0;5;Homme;35;Marié;76880;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;LCL
FUR2018;236;FUR2018_236;Oui;1;155448;Amortissable;Fixe;1,86;29;0;5;Homme;43;Concubinage;07190;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Je ne sais pas
FUR2018;237;FUR2018_237;Oui;1;183107;Amortissable;Fixe;1,4;29;0;2;Homme;33;Marié;06220;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence secondaire;Prêt à signer;;Banque postale
FUR2018;238;FUR2018_238;Oui;1;287819;Amortissable;Fixe;1,49;28;0;0;Homme;47;Pacs;77220;Salarié cadre;CDD;Temps partiel;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Banque postale
FUR2018;239;FUR2018_239;Oui;1;103739;Amortissable;Fixe;1,03;19;0;3;Homme;34;Pacs;05700;Salarié cadre;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;240;FUR2018_240;Oui;1;193576;Amortissable;Fixe;1,26;23;0;3;Homme;29;Pacs;92170;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence secondaire;Prêt signé;Non;Credit mutuel
FUR2018;241;FUR2018_241;Oui;1;115289;Amortissable;Fixe;1,65;14;0;0;Homme;51;Marié;91100;Salarié cadre;CDD;Temps plein;Plus de 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;242;FUR2018_242;Oui;1;125158;Amortissable;Fixe;2,6;30;0;0;Homme;28;Marié;19390;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit mutuel
FUR2018;243;FUR2018_243;Oui;1;124575;Amortissable;Fixe;2,33;20;0;0;Femme;34;Séparé;15500;Salarié;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Banque postale
FUR2018;244;FUR2018_244;Oui;1;216429;Amortissable;Fixe;1,28;16;0;4;Femme;48;Célibataire;85340;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Caisse d'Epargne
FUR2018;245;FUR2018_245;Oui;1;137447;Amortissable;Fixe;1,43;26;5;4;Femme;31;Marié;94420;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit mutuel
FUR2018;246;FUR2018_246;Oui;1;208317;Amortissable;Fixe;2,21;24;16;3;Femme;22;Concubinage;40360;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Credit mutuel
FUR2018;247;FUR2018_247;Oui;1;111497;Amortissable;Fixe;1,25;10;0;5;Homme;26;Concubinage;62760;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Foncier de France
FUR2018;248;FUR2018_248;Oui;1;100192;Amortissable;Fixe;1,55;12;36;11;Femme;48;Célibataire;84350;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence secondaire;Prêt à signer;;Credit Agricole
FUR2018;249;FUR2018_249;Oui;1;340152;Amortissable;Fixe;1,86;6;0;1;Femme;50;Marié;44600;Commerçant;CDI;Temps partiel;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;250;FUR2018_250;Oui;1;281654;Amortissable;Fixe;0,05;25;0;1;Homme;44;Marié;62760;Fonctionnaire;TNS;Temps plein;Entre 15.000 et 30.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Non;Banque populaire
FUR2018;251;FUR2018_251;Oui;1;128256;Amortissable;Fixe;1,57;23;14;5;Femme;32;Concubinage;84160;Recherche d'emploi;;;;;Non;1;;Résidence principale;Prêt signé;Oui;Je ne sais pas
FUR2018;252;FUR2018_252;Oui;1;342103;Amortissable;Fixe;1,94;14;0;0;Homme;36;Pacs;15300;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;253;FUR2018_253;Oui;1;64642;Amortissable;Fixe;1,47;17;0;0;Homme;35;Concubinage;95810;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;BNP Paribas
FUR2018;254;FUR2018_254;Oui;1;183098;Amortissable;Fixe;1,86;20;0;1;Homme;47;Célibataire;62760;Salarié;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Caisse d'Epargne
FUR2018;255;FUR2018_255;Oui;1;62079;Amortissable;Fixe;1,62;22;4;0;Homme;34;Marié;62760;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Foncier de France
FUR2018;256;FUR2018_256;Oui;1;137411;Amortissable;Fixe;2,84;23;0;7;Homme;49;Célibataire;44370;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;257;FUR2018_257;Oui;1;203865;Amortissable;Variable;2,42;4;0;5;Femme;37;Pacs;95690;Salarié;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;BNP Paribas
FUR2018;258;FUR2018_258;Oui;1;58801;Amortissable;Fixe;1,78;17;1;0;Homme;41;Concubinage;79380;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Banque postale
FUR2018;259;FUR2018_259;Oui;1;150203;Amortissable;Fixe;1,59;18;7;4;Homme;26;Célibataire;26170;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Autres;Prêt signé;Non;Credit Agricole
FUR2018;260;FUR2018_260;Oui;1;54392;Amortissable;Fixe;1,42;16;0;0;Homme;42;Célibataire;27700;Salarié cadre;CDD;Temps plein;Entre 15.000 et 30.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Oui;Credit Foncier de France
FUR2018;261;FUR2018_261;Oui;1;123512;Amortissable;Fixe;1,4;25;36;4;Homme;39;Marié;32100;Salarié cadre;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Société Générale
FUR2018;262;FUR2018_262;Oui;1;189832;Amortissable;Fixe;1,75;22;0;3;Homme;37;Concubinage;85300;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit mutuel
FUR2018;263;FUR2018_263;Oui;1;198394;Amortissable;Fixe;2,27;24;0;4;Homme;62;Marié;95270;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Société Générale
FUR2018;264;FUR2018_264;Oui;1;129798;Amortissable;Fixe;5,01;9;0;0;Homme;26;Célibataire;44190;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence secondaire;Prêt signé;Non;Autre
FUR2018;265;FUR2018_265;Oui;1;192792;Amortissable;Fixe;2,3;20;0;3;Homme;56;Célibataire;88700;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;266;FUR2018_266;Oui;1;108630;Amortissable;Fixe;3,37;16;0;3;Femme;40;Marié;41100;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Je ne sais pas
FUR2018;267;FUR2018_267;Oui;1;75542;Amortissable;Fixe;3,12;30;0;3;Femme;30;Divorcé;62760;Salarié cadre;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;268;FUR2018_268;Oui;1;160223;Amortissable;Fixe;2,07;10;0;2;Femme;40;Marié;32500;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Autres;Prêt à signer;;Banque populaire
FUR2018;269;FUR2018_269;Oui;1;116528;Amortissable;Fixe;1,64;28;0;3;Femme;36;Marié;08400;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Banque populaire
FUR2018;270;FUR2018_270;Oui;1;94360;Amortissable;Fixe;1,16;15;0;5;Femme;50;Marié;11100;Chef d'entreprise;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Oui;Non;1;;Résidence secondaire;Prêt à signer;;Credit Foncier de France
FUR2018;271;FUR2018_271;Oui;1;138500;Amortissable;Fixe;1,53;24;5;0;Femme;52;Marié;89710;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Caisse d'Epargne
FUR2018;272;FUR2018_272;Oui;1;111591;Amortissable;Fixe;1,47;23;0;0;Homme;23;Célibataire;88500;Au foyer;;;;;Oui;1;;Résidence principale;Prêt signé;Oui;Credit mutuel
FUR2018;273;FUR2018_273;Oui;1;178341;Amortissable;Fixe;2,3;10;0;10;Homme;57;Marié;33480;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Oui;Banque populaire
FUR2018;274;FUR2018_274;Oui;1;131965;Amortissable;Fixe;1,44;23;0;0;Femme;40;Marié;26240;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Société Générale
FUR2018;275;FUR2018_275;Oui;1;14366;Amortissable;Fixe;1,32;14;0;0;Femme;34;Célibataire;16300;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt à signer;;Credit Agricole
FUR2018;276;FUR2018_276;Oui;1;164486;Amortissable;Fixe;0,99;26;0;4;Homme;26;Marié;77720;Salarié cadre;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Banque postale
FUR2018;277;FUR2018_277;Oui;1;133036;Amortissable;Fixe;1,79;22;0;0;Femme;31;Marié;62760;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Banque populaire
FUR2018;278;FUR2018_278;Oui;1;156401;Amortissable;Fixe;1,86;17;0;0;Femme;58;Pacs;41100;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;279;FUR2018_279;Oui;1;159404;Amortissable;Fixe;1,34;22;0;11;Homme;34;Pacs;24140;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;280;FUR2018_280;Oui;1;365610;Amortissable;Fixe;1,25;19;0;0;Femme;28;Marié;26790;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;BNP Paribas
FUR2018;281;FUR2018_281;Oui;1;105851;Amortissable;Fixe;1,21;13;0;0;Homme;33;Marié;01390;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;282;FUR2018_282;Oui;1;150044;Amortissable;Fixe;1,48;23;0;3;Femme;45;Concubinage;31370;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Banque postale
FUR2018;283;FUR2018_283;Oui;1;36938;Amortissable;Fixe;1,49;5;0;5;Femme;42;Marié;91740;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Je ne sais pas
FUR2018;284;FUR2018_284;Oui;1;135065;Amortissable;Fixe;1,77;21;0;5;Homme;53;Marié;40410;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Caisse d'Epargne
FUR2018;285;FUR2018_285;Oui;1;111708;Amortissable;Fixe;0,03;27;0;1;Femme;42;Marié;35113;Salarié cadre;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Caisse d'Epargne
FUR2018;286;FUR2018_286;Oui;1;327300;Amortissable;Fixe;2,09;15;0;0;Femme;39;Concubinage;30120;Salarié cadre;CDI;Temps partiel;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Caisse d'Epargne
FUR2018;287;FUR2018_287;Oui;1;245381;Amortissable;Fixe;1,72;13;0;0;Homme;32;Célibataire;35750;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Je ne sais pas
FUR2018;288;FUR2018_288;Oui;1;104396;Amortissable;Fixe;1,53;21;0;0;Homme;39;Pacs;91580;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Credit Agricole
FUR2018;289;FUR2018_289;Oui;1;386830;Amortissable;Fixe;1,96;25;0;0;Femme;36;Marié;47140;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Caisse d'Epargne
FUR2018;290;FUR2018_290;Oui;1;173821;Amortissable;Fixe;1,78;21;0;1;Homme;28;Marié;95510;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;291;FUR2018_291;Oui;1;86175;Amortissable;Fixe;2,57;10;0;0;Homme;30;Marié;94880;Chef d'entreprise;CDD;Temps plein;Entre 15.000 et 30.000 km par an;Oui;Non;1;;Résidence principale;Prêt signé;Oui;Banque populaire
FUR2018;292;FUR2018_292;Oui;1;221680;Amortissable;Fixe;2,74;25;0;1;Homme;60;Marié;95670;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;LCL
FUR2018;293;FUR2018_293;Oui;1;170557;Amortissable;Fixe;0,88;2;2;0;Homme;27;Marié;65100;Salarié;CDI;Temps partiel;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;ING Direct
FUR2018;294;FUR2018_294;Oui;1;122320;Amortissable;Fixe;1,2;24;0;4;Femme;58;Marié;31210;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt à signer;;Banque populaire
FUR2018;295;FUR2018_295;Oui;1;34924;Amortissable;Fixe;1,27;12;0;0;Homme;49;Marié;06590;Salarié;Intérimaire;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Oui;Autre
FUR2018;296;FUR2018_296;Oui;1;59081;Amortissable;Fixe;1,67;22;0;1;Homme;44;Divorcé;69640;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt à signer;;Caisse d'Epargne
FUR2018;297;FUR2018_297;Oui;1;158322;Amortissable;Fixe;1,46;10;0;0;Homme;35;Marié;44520;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Autre
FUR2018;298;FUR2018_298;Oui;1;165409;Amortissable;Fixe;1,64;11;0;0;Homme;43;Marié;91090;Enseignant;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Je ne sais pas
FUR2018;299;FUR2018_299;Oui;1;60279;Amortissable;Fixe;1,35;16;0;4;Homme;31;Concubinage;95190;Salarié;Intérimaire;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Non;Credit mutuel
FUR2018;300;FUR2018_300;Oui;1;174407;Amortissable;Fixe;3,3;22;0;3;Homme;57;Célibataire;03600;Chef d'entreprise;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Je ne sais pas
FUR2018;301;FUR2018_301;Oui;1;286109;Amortissable;Fixe;1,7;5;0;0;Homme;49;Marié;36140;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;LCL
FUR2018;302;FUR2018_302;Oui;1;122886;Amortissable;Fixe;2,53;28;0;0;Homme;52;Marié;26560;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;LCL
FUR2018;303;FUR2018_303;Oui;1;103860;Amortissable;Fixe;1,22;27;0;3;Femme;21;Marié;77122;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Foncier de France
FUR2018;304;FUR2018_304;Oui;1;167124;Amortissable;Fixe;1,85;10;0;0;Femme;37;Célibataire;92420;Profession Libérale;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Caisse d'Epargne
FUR2018;305;FUR2018_305;Oui;1;163100;Amortissable;Fixe;1,85;29;0;1;Homme;32;Marié;95380;Salarié cadre;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Caisse d'Epargne
FUR2018;306;FUR2018_306;Oui;1;47578;Amortissable;Fixe;0,75;14;15;4;Femme;45;Célibataire;91520;Fonctionnaire;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;307;FUR2018_307;Oui;1;119884;Amortissable;Fixe;0,8;15;0;0;Homme;55;Marié;40420;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Non;CIC
FUR2018;308;FUR2018_308;Oui;1;198167;Amortissable;Fixe;2,71;17;0;3;Femme;42;Concubinage;17620;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Je ne sais pas
FUR2018;309;FUR2018_309;Oui;1;14479;Amortissable;Fixe;3,85;10;0;5;Homme;53;Divorcé;39600;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit mutuel
FUR2018;310;FUR2018_310;Oui;1;213834;Amortissable;Fixe;2,02;25;0;11;Homme;30;Concubinage;22530;Recherche d'emploi;;;;;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;311;FUR2018_311;Oui;1;87626;Amortissable;Fixe;1,62;18;0;1;Homme;32;Concubinage;78690;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Je ne sais pas
FUR2018;312;FUR2018_312;Oui;1;121223;Amortissable;Fixe;1,39;24;0;1;Femme;30;Marié;65190;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Banque postale
FUR2018;313;FUR2018_313;Oui;1;193160;Amortissable;Fixe;1,37;29;0;3;Homme;44;Concubinage;06620;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Autres;Prêt signé;Oui;BNP Paribas
FUR2018;314;FUR2018_314;Oui;1;186889;Amortissable;Fixe;1,83;15;0;0;Homme;62;Pacs;42410;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit mutuel
FUR2018;315;FUR2018_315;Oui;1;153929;Amortissable;Fixe;2,24;27;0;0;Homme;69;Concubinage;26230;Retraité;;;;;Non;1;;Résidence principale;Prêt signé;Oui;Autre
FUR2018;316;FUR2018_316;Oui;1;238539;Amortissable;Fixe;1,9;25;0;4;Homme;48;Concubinage;62760;Salarié cadre;CDI;Temps plein;Plus de 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;317;FUR2018_317;Oui;1;104953;Amortissable;Fixe;1,18;8;0;1;Femme;40;Concubinage;01800;Salarié cadre;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;318;FUR2018_318;Oui;1;141632;Amortissable;Fixe;1,32;23;0;1;Femme;56;Marié;45270;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Caisse d'Epargne
FUR2018;319;FUR2018_319;Oui;1;325857;Amortissable;Fixe;1,61;25;0;0;Femme;28;Célibataire;14170;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Caisse d'Epargne
FUR2018;320;FUR2018_320;Oui;1;108134;Amortissable;Fixe;3,64;24;0;0;Homme;41;Concubinage;24370;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt à signer;;Credit mutuel
FUR2018;321;FUR2018_321;Oui;1;120802;Amortissable;Fixe;0,14;19;0;0;Homme;47;Divorcé;31410;Salarié cadre;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;BNP Paribas
FUR2018;322;FUR2018_322;Oui;1;198141;Amortissable;Fixe;2,33;25;19;5;Femme;31;Marié;85220;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;323;FUR2018_323;Oui;1;99779;Amortissable;Fixe;1,45;28;0;0;Homme;26;Marié;62760;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit mutuel
FUR2018;324;FUR2018_324;Oui;1;79328;Amortissable;Fixe;1,72;22;0;9;Homme;58;Concubinage;43220;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;AXA banque
FUR2018;325;FUR2018_325;Oui;1;18032;Amortissable;Fixe;1,63;15;0;3;Homme;27;Concubinage;95490;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Je ne sais pas
FUR2018;326;FUR2018_326;Oui;1;60750;Amortissable;Fixe;1,75;9;0;6;Homme;82;Célibataire;33540;Retraité;;;;;Non;1;;Résidence principale;Prêt signé;Non;Je ne sais pas
FUR2018;327;FUR2018_327;Oui;1;254078;Amortissable;Fixe;1,26;28;0;4;Femme;51;Marié;18300;Salarié;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;328;FUR2018_328;Oui;1;91938;Amortissable;Fixe;1,81;28;16;1;Homme;43;Célibataire;38440;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit mutuel
FUR2018;329;FUR2018_329;Oui;1;390041;Amortissable;Fixe;3,55;28;0;0;Homme;59;Pacs;38930;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;330;FUR2018_330;Oui;1;172855;Amortissable;Fixe;2,9;29;0;2;Homme;53;Marié;38300;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;331;FUR2018_331;Oui;1;144101;Amortissable;Fixe;1,46;27;0;0;Homme;23;Marié;91470;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;332;FUR2018_332;Oui;1;210495;Amortissable;Fixe;2,1;30;0;5;Femme;38;Pacs;30120;Agriculteur;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Caisse d'Epargne
